id,Titulo,Autor,Ubicacion,Colección
000240349,Lengua de señas,"Winter, Enrique",Ch861/WIN/le,LITCH
000240350,La nueva provincia,"Gallardo, Andrés",Ch863/GAL/nu,LITCH
000240352,Carahue es China,"Herrera Alarcón, Ricardo",Ch861/HER/ca,LITCH
000240356,Pablo Neruda : breve antología,"Neruda, Pablo",Ch861/NER/pa,INFAN
000240360,El club de los juguetes perdidos,"Peirano, Pedro",741.5983/PEI/cca,COMIC
000240402,Longotoma : fragmentos de una novela imposible,"Boldrini, Gustavo",Ch863/BOL/lo,LITCH
000240404,Tiempo irremediable,"Rojas, Manuel",Ch863/ROJ/ti,LITCH
000240406,El que se ríe se va al cuartel!,"Salinas Campos, Maximiliano A",Ch867/SAL/qu,LITCH
000240416,La filosofía de la decoración,"Poe, Edgar Allan",814/POE/fi,LITGE
000240432,Chiki Jet : memorias de una infancia ochentera,"Valdés, Margarita",741.59/VAL/Ch,COMIC
000240550,Un beso en París,"Perkins, Stephanie",813/PER/be,LITGE
000240583,Origin,"Armentrout, Jennifer L",813/ARM/sl,LITGE
000240593,El cuaderno de Maya,"Allende, Isabel",Ch863/ALL/cu,LITCH
000240678,El túnel,"Sábato, Ernesto R",A863/SAB/ty,JUVEN
000240694,Emilia en Chiloé,"Balcells, Jacqueline",Ch863/BAL/em,LITCH
000240716,Los altísimos,"Correa, Hugo",Ch863/COR/al,LITCH
000240751,Leamos un cuento,"Beuchat Reichardt, Cecilia",Ch863/BEU/le,LITCH
000240788,Calíope : agente de Nunca Jamás,"Flores, José Luis",Ch863/FLO/ca,LITGE
000240867,Corazón y otros cuentos,"De Amicis, Edmondo",853/DEA/co,LITGE
000240919,¿Dónde está ? ¡ Acá está!,"Stamponi, Florencia",808.3/STA/do,INFAN
000240928,Un quijote en bicicleta,"Lluch, Enric",863/LLU/qu,INFAN
000241037,Despertar en tus ojos,"Olave, Christian",Ch863/OLA/de,LITCH
000241057,Gay gigante : [una historia sobre el miedo],"Ebensperger, Gabriel",741.5983/EBE/ga,COMIC
000241154,El arenque rojo,"Moure Trenor, Gonzalo",863/MOU/ar,INFAN
000241183,Como se canta la poesía popular,"Lizana Droguett, Desiderio, M",Ch861.009/LIZ/co,LITCH
000241189,La marea de hielo,"Rhodes, Morgan",C813/RHO/ma,LITGE
000241202,El elefante desaparece,"Murakami, Haruki",895.63/MUR/el,LITGE
000241226,Vampi Vamp y el señor zombi,"Balcells, Jacqueline",Ch863/BAL/va,LITCH
000241227,El hombre semen,"Ailhaud, Violette",848/AIL/ho,LITGE
000241228,La novena,"Serrano, Marcela",863/SER/no,LITGE
000241237,El interior de los colores,"Ferrada, María José",649.68/FER/in,INFAN
000241241,Von Pilsener : primer personaje de la historieta chilena,"Montealegre, Jorge",741.5983/MON/vo,COMIC
000241284,Poecia sivil,"Sánchez, Manuel",Ch861/SAN/po,LITCH
000241296,El arte de contar cuentos,"Ledesma, Claudio",808.543/LED/ar,LITGE
000241313,Otro país,"Ferrada, María José",Ch863/FER/ot,INFAN
000241329,Tú,"Benoit, Charles",813/BEN/tu,LITGE
000241340,El soldado y la niña,"Sierra i Fabra, Jordi",863/SIE/so,LITGE
000241350,El terrible problema de Murciélago,"Crespo, Elsa María",E863/CRE/te,INFAN
000241353,"Florín y Cepillo, detectives del mundillo","Villar Liébana, Luisa",863/VIL/fl,INFAN
000241390,La niña perdida,"Ferrante, Elena",853/FER/ni,LITGE
000241400,Cómo cazamos al hombre del saco,"Martín, Andreu",849.93/MAR/co,INFAN
000241403,Un jardín,"Ferrer, Isidro",861/FER/ja,INFAN
000241415,Fragmentaciones de la memoria,"Lagos, Antonio",Ch861/LAG/fr,LITCH
000241443,La espía,"Coelho, Paulo",B869.3/COE/es,LITGE
000241501,Cuentos reunidos,"Correa, Hugo",Ch863/COR/cu,LITCH
000241542,Poemas infantiles,"Barquero, Efraín",Ch861/BAR/po,LITCH
000241560,Kong Yiji y otros cuentos,"Lu, Xun",895.13/LU/ko,LITGE
000241564,Jaramagos,"Prado, Nadia",Ch861/PRI/ja,LITCH
000241578,Scarlet,"Meyer, Marissa",813/MEY/sc,JUVEN
000241592,Assassin's creed : 3 : Accipiter,Corbeyran,741.5944/COR/acc,JUVEN
000241593,El día que los crayones renunciaron,"Daywalt, Drew",813/DAY/di,INFAN
000241613,Misterio en la Cueva del Milodón,"Díaz Eterovic, Ramón",Ch863/DIA/mi,JUVEN
000241633,¿Qué es el hombre?,"Krahn, Fernando",Ch863/KRA/qu,LITCH
000241675,Aníbal : nubes de guerra,"Kane, Ben",I823/KAN/an,LITGE
000241677,Cuando decide el corazón,"Bowman, Elizabeth",863/BOW/cu,LITGE
000241717,Uno más uno,"Moyes, Jojo",823/MOY/ma,LITGE
000241738,El gato que venía del cielo,"Hiraide, Takashi",895.63/HIR/ga,LITGE
000241785,Maze runner : la cura mortal,"Dashner, James",813/DAS/mcu,JUVEN
000241811,De amor no se muere,"Montoya, David",Ch863/MON/de,GENER
000241815,El atelier de los deseos,"Martin-Lugand, Agnès",843/MAR/at,LITGE
000241910,¡Fué sin querer!,"Milicic, Neva",Ch863/MIL/fu,LITCH
000241917,Lucy es pecosa,"Arciniegas, Triunfo",C862/ARC/lu,INFAN
000241982,Ánimas de día claro ; Parecido a la felicidad,"Sieveking, Alejandro",Ch862/SIE/an,LITCH
000242003,Insurgente,"Roth, Veronica",813/ROT/in,JUVEN
000242039,Aprendiz de detective ; un robo muy costoso,"Irish, William",813/IRI/ap,JUVEN
000242040,Harry Potter y el legado maldito : partes uno y dos,"Rowling, J. K",822/ROW/ha,JUVEN
000242135,Sprinters : los niños de Colonia Dignidad,"Larra, Lola",Ch863/LAR/sp,LITCH
000242184,Elmer y el gran pájaro,"McKee, David",823/MCK/egp,INFAN
000242198,El hogar de Miss Peregrine para niños peculiares,"Riggs, Ransom",813/RIG/ho,JUVEN
000242402,Una nueva vida,"Gómez León, Soledad",Ch863/GOM/nu,LITCH
000242424,No soy el señor Monstruo,"Wells, Dan",813/WEL/no,LITGE
000242480,Misterio en Los Piñones,"García Huidobro, Beatriz",Ch863/GAR/mi,LITCH
000242526,Susurros,"Howard, A. G. Anita Grace",813/HOW/su,LITGE
000242640,George,"Gino, Alex",813/GIN/ge,JUVEN
000242647,Matar a Leonardo Da Vinci,"Gálvez, Christian",863/GAL/ma,LITGE
000242652,En busca de la ardilla perdida,"Oro, Begoña",649.68/BUS/ar,INFAN
000242672,Las vacaciones atómicas de Julito Cabello,"Cabezas, Esteban",Ch863/CAB/va,JUVEN
000242711,Bartolo y los enfermos mágicos,"Paredes, Mauricio",Ch863/PAR/ben,LITCH
000242778,Sandokan,"Salgari, Emilio",853/SAL/sa,JUVEN
000242852,Ecopreguntas : para niños curiosos,"Oppliger, Luz Valeria",577.5/OPP/ec,INFAN
000243014,Ritalinda,"Rojas García, Beatriz",Ch863/ROJ/ri,INFAN
000243047,Canción de Marcela : mujer y cultura en el mundo hispano,"Valjalo, David",809.89287/CAN/ma,GENER
000243100,Mil grullas,"Kawabata, Yasunari",895.3/KAW/mi,LITGE
000243176,Traicionada,"Steel, Danielle",813/STE/tr,LITGE
000243199,Antología 2015 : Concurso Historias de Nuestra Tierra 23 años,Concurso Historias de Nuestra Tierra o,Ch860.008/HIS/nu,LITCH
000243444,Balmaceda : la guerra entre chilenos,"Tromben Corbalán, Carlos",Ch863/TRO/ba,LITCH
000243458,Poesía,"Parra, Violeta",Ch861/PAR/po,LITCH
000243476,Química y nicotina,"Pérez, Maori",Ch863/PER/qu,LITCH
000243477,La experiencia formativa,"Díaz Oliva, Antonio",Ch863/DIA/ex,LITCH
000243482,Terror bajo tierra,"Balcells, Jacqueline",Ch863/BAL7te,LITCH
000243548,"Wismichu : si te rindes, pierdes","Prego, Ismael",863/PRE/wi,LITGE
000243794,Cartas de amor : Selección Concursos 2009-2016,Concurso de escritura Santiago,Ch866/CON/ca,LITCH
000243841,"Ángel e Inés, las chinches","Krings, Antoon",843/KRI/an,INFAN
000243859,Perro muerto,"Quercia, Boris",Ch863/QUE/pe,LITCH
000243883,El principito,"Saint-Exupéry, Antoine de",843/SAI/pr,INFAN
000243948,La fantasmal aventura del niño semihuérfano,"Cabezas, Esteban",Ch863/CAB/fa,INFAN
000243949,El fabuloso mundo de las letras,"Sierra i Fabra, Jordi",863/SIE/fa,JUVEN
000244114,Blast,"Larcenet, Manu",741.5944/LAR/bl,COMIC
000244141,Óyeme con los ojos,"Díaz, Gloria Cecilia",C863/DIA/oy,LITGE
000244154,Palomita blanca,"Lafourcade, Enrique",Ch863/LAF/pa,JUVEN
000244160,Qué es el paraíso,"Zurita, Raúl",Ch861.008/ZUR/qu,LITCH
000244191,Trece casos misteriosos,"Balcells, Jacqueline",Ch863/BAL/tr,JUVEN
000244200,Odio todo,Puklin,741.5983/PUK/od,COMIC
000244251,Tony Ninguno,"Montero, Andrés",Ch863/MON/to,LITCH
000244425,Carry on : tienes lo mejor de mí,"Rowell, Rainbow",813/ROW/ca,LITGE
000244428,La razón de estar contigo,"Cameron, William Bruce",813/CAM/ra,LITGE
000244429,La espera,"Valenzuela, Camila",Ch863/VAL/es,LITCH
000244433,Imposible salir de la tierra,"Costamagna, Alejandra",C863/COS/im,LITCH
000244461,El amor en los tiempos del cólera,"García Márquez, Gabriel",C863/GAR/am,LITGE
000244488,"Mamire, el último niño","Carvajal, Víctor",Ch863/CAR/ma,LITCH
000244525,Masones & Libertadores 2 : el secreto de la logia,"Parra, Waldo L",Ch863/PAR/ma,LITCH
000244630,Superman no es judio,"Bemon, Jimmy",741.5944/BEM/su,COMIC
000244640,Las cenizas del juramento,"Brennan, Michael Joseph",Ch863/BRE/ce,LITCH
000244647,"Pipo, el oso de la vitrina","Alegría Ramírez, Gloria A",Ch863/ALE/pi,LITCH
000244705,Mi planta de naranja-lima,"Vasconcelos, José Mauro de",B869.3/VAS/mi,JUVEN
000244714,Las pruebas de Apolo : el oráculo oculto,"Riordan, Rick",813/RIO/pr,LITGE
000244730,La muerte es una vieja historia,"Rivera Letelier, Hernán",Ch863/RIV/mu,LITCH
000244731,El vendedor de pájaros,"Rivera Letelier, Hernán",Ch863/RIV/ve,LITCH
000244735,Ladrona de libros,"Zusak, Markus",A823/ZUS/la,LITGE
000244749,"Toki Janekeo : ""la Juana de Arco de la Araucanía...""","Aguilera Oliva, Marco",Ch862/AGU/to,LITCH
000244755,Maze Runner : código C.R.U.E.L,"Dashner, James",813/DAS/mco,JUVEN
000244819,El coronel no tiene quien le escriba,"García Márquez, Gabriel",C863/GAR/co,LITGE
000244877,La tierra del sol poniente,"Wood, Barbara",823/WOO/ti,LITGE
000244935,Azul,"Murillo, José Andrés",Ch863/MUR/az,JUVEN
000244959,Jardín de Chile : la vida en común de las plantas y animales,"Moya, Carolina",895.63/MUR/mu,LITGE
000244999,Maze Runner : prueba de fuego,"Dashner, James",813/DAS/mpr,JUVEN
000245061,El secuestro de la bibliotecaria,"Mahy, Margaret",823/MAH/se,INFAN
000245065,La historia de Manú,"Río, Ana María del",Ch863/RIO/hi,LITCH
000245209,Claro de luna,"Hunter, Erin",813/HUN/cl,JUVEN
000245259,La llamada de la selva,"London, Jack",813/LON/ll,LITGE
000245263,"Marta Jara Hantke, una pluma que emerge del trueno","Barraza Pizarro, Lilian",928.983/JAR/ba,LITGE
000245287,El chico de las estrellas,Chris Pueyo,863/PUE/Ch,JUVEN
000245288,El viaje de la marmota,"Rojas García, Beatriz",Ch863/ROJ/vi,LITCH
000245294,Antología del amor de Claudia Schvartz,"Ide Wolleter, Francisco",Ch861/IDE/an,LITCH
000245311,"La jirafa, el pelícano y el mono","Dahl, Roald",823/DAH/ji,LITGE
000245313,Diez pájaros en mi ventana,"Munita, Felipe",Ch861/MUN/di,JUVEN
000245354,Gracias a Winn-Dixie,"Dicamillo, Kate",813/DIC/gr,INFAN
000245371,Fairest : la historia de Levana,"Meyer, Marissa",813/MEY/fa,LITGE
000245386,"Contigo, siempre","Aubrey, Annette",813/AUB/co,INFAN
000245395,Verónica la niña biónica,"Paredes, Mauricio",Ch863/PAR/ve,LITCH
000245424,Héroes por casualidad,"Gallego García, Laura",863/GAR/he,LITGE
000245451,Quiero ser flaca y feliz,"Lama, Karolina",616.398/LAM/que,GENER
000245546,Logia : el enigma de La cuarta carabela,"Ortega, Francisco",Ch863/ORT/lo,LITCH
000245585,Antología : Poesía Chilena Viva,"Valdés, Adriana",Ch861.008/ANT/po,LITCH
000245586,Matar al mandinga,"Ghigliotto, Galo",Ch863/GHI/ma,LITCH
000245843,Sobredosis : (deambulando por la orilla oscura),"Fuguet, Alberto",Ch863/FUG/so,LITCH
000245919,Falco : se ofrece monologuista,"Pimienta, Patricio",Ch863/PIM/fa,INFAN
000245941,Código Chile,"Basso, Carlos",Ch863/BAS/co,LITCH
000245960,La leyenda de María Carlota y Millaqueo,"Peña Muñoz, Manuel",Ch863/PEÑ/le,LITCH
000245970,Quiltras,"Uribe, Arelis",Ch863/URI/qu,LITCH
000245974,El intruso,"Forsyth, Frederick",823/FOR/in,LITGE
000246013,Un puente hacia Terabithia,"Paterson, Katherine",813/PAT/pu,LITGE
000246097,El obsceno pájaro de la noche,"Donoso, José",C863/DON/ob,LITCH
000246122,El patito que nunca llegó a ser cisne,"Calvo, David",861/CAL/pa,JUVEN
000246154,El buen Flannery y los molestos boggarts de su establo,"Saracino, Luciano",A863/SAR/bu,INFAN
000246164,Compro fierro,"Carreño, Juan",Ch861/CAR/co,LITCH
000246165,Los trabajos y los días : antología,"Hernández, Elvira",Ch861/HER/tr,LITCH
000246166,La muerte de Virgilio,"Amira, Sergio Alejandro",Ch863/AMI/mu,LITCH
000246168,Al mundo niño le canto,"Parra, Ángel",781.620/PAR/al,INFAN
000246172,Imagen y semejanza : antología,"Carrasco, Germán",Ch861/CAR/im,LITCH
000246194,Incorruptos,"Melys, Carolina",Ch863/MEL/in,LITCH
000246217,El diario fantasma de Julito Cabello,"Cabezas, Esteban",Ch863/CAB/di,JUVEN
000246256,El chupacabras de Pirque,"Pelayo P., Pepe",Cu863/PEL/Ch,JUVEN
000246272,Ritalinda es Ritasan,"Rojas García, Beatriz",Ch863/ROJ/ri,INFAN
000246279,La leyenda de los dinosaurios,"Oliveira, Anderson de",B869/OLI/le,INFAN
000246315,Desastres naturales,"Simonetti, Pablo",Ch863/SIM/de,GENER
000246319,Tres veces tú,"Moccia, Federico",853/MOC/tr,LITGE
000246373,Cuántas veces puede morir un hombre?,"Terraza González, Alejandro",Ch863/TER/cu,LITCH
000246428,De animales a dioses : breve historia de la humanidad,"Harari, Yuval N",909/HAR/de,LITGE
000246429,Masones & Libertadores : el amanecer de la república,"Parra, Waldo L",Ch863/PAR/ma,LITCH
000246501,Franny K. Stein : el monstruo de calabaza,"Benton, Jim -",813/BEN/fr,INFAN
000246612,Kalfukura : el corazón de la Tierra,"Baradit, Jorge",Ch863/BAR/ka,JUVEN
000246618,La patria de cristal,"Subercaseaux, Elizabeth",Ch863/SUB/pa,LITCH
000246667,Septiembre,"García Huidobro, Beatriz",Ch863/GAR/se,LITCH
000246668,"Corazonadas : [en cada historia, siempre hay dos versiones]","Taibo, Benito",M863/TAI/co,LITGE
000246673,Una corte de niebla y furia,"Maas, Sarah J",813/MAA/co,LITGE
000246715,Super Violeta,"Ferrer, María Teresa",Ch863/FER/su,LITCH
000246716,El otoño del patriarca,"García Márquez, Gabriel",C863/GAR/ot,LITGE
000246739,El libro de los bolsillos,"Maier, Gonzalo",Ch861/MAI/li,LITGE
000246760,Mucho más que un club de chicas,"Eulberg, Elizabeth",813/EUL/mu,JUVEN
000246768,La familia Guácatela,"Paredes, Mauricio",Ch863/PAR/fa,LITCH
000246946,Los mitos de Cthulhu. Volumen II,"Lovecraft, H. P",813/LOV/mi,LITGE
000247062,La vida es sueño,"Calderón de la Barca, Pedro",862/CAL/vi,LITGE
000247074,El monarca de las sombras,"Cercas, Javier",863/CER/mo,LITGE
000247103,No funciona la tele!,"McCoy, Glenn",813/MCC/no,LITGE
000247148,Stars Above,"Meyer, Marissa",813/MEY/st,JUVEN
000247162,Asesinato en el Orient Express,"Christie, Agatha",823/ChR/as,LITGE
000247484,Humberto,"Vásquez, Paula",Ch863/VAS/hu,LITCH
000247613,Cinder,"Meyer, Marissa",813/MEY/ci,LITGE
000247630,Más allá del invierno,"Allende, Isabel",Ch863/ALL/ma,LITCH
000247643,Angel,"Stirling, Joss",823/STI/fl,LITGE
000247688,No quiero matarte,"Wells, Dan",813/WEL/no,LITGE
000247698,Siempre amigos,"Steel, Danielle",813/STE/si,LITGE
000247706,El asesinato del profesor de música,"Sierra i Fabra, Jordi",863//SIE/as,INFAN
000247813,Medianoche,"Hunter, Erin",813/HUN/np,LITGE
000247820,"Yo, celoso?","Corral Yagnam, Paz",Ch863/COR/yo,LITGE
000247824,Aquiles y la Guerra de Troya,"Edwards Valdés, Angélica",883.01/EDW/aq,LITGE
000247870,Dragones revueltos,"Levin, Darío",A863/LEV/dr,INFAN
000247880,XV Concurso Literario : mi vida y mi trabajo,Concurso Literario Mi Vida y Mi Trabajo,Ch863.008/CON/tr,REGIO
000247897,Manual práctico del alumno,"Corral Talciani, Hernán Felipe",808.066/COR/ma,LITGE
000247904,Monstruos fritos,"Schuff, Nicolás",A863/SCh/mo,INFAN
000247949,Grandes amigos,"Sarah, Linda",823/SAR/gr,LITGE
000247977,Ensalada de princesas,"Fondevila, Fabiana",A863/FON/en,INFAN
000247980,Guiso de brujas,"Suárez, Patricia",A863/SUA/gu,INFAN
000247990,La razón de estar contigo,"Cameron, William Bruce",813/CAM/ra,LITGE
000247994,Pepi la fea 3,"Wallace, Josefa",Ch863/WAL/pe,LITCH
000247999,Alguien toca la puerta : leyendas chilenas,"Montero, Andrés",Ch863/MON/al,LITCH
000248008,Historia gráfica de Chile para pequeños ciudadanos,"Cáceres, Alfredo",983/CAC/hi,INFAN
000248053,Por trece razones,"Asher, Jay",813/ASH/po,JUVEN
000248072,Las raíces del odio : mi verdad sobre el islam,"Fallaci, Oriana",854/FAL/ra,LITGE
000248118,Rendición,"Loriga, Ray",863/LOR/re,LITGE
000248169,Diccionario crítico etimológico castellano e hispánico,"Coromines, Joan",813/LOW/da,LITGE
000248306,Amares : (antologia de relatos),"Galeano, Eduardo",U863/GAL/am,LITGE
000248341,En pana,"Cinzano, Martín",E863/CIN/en,LITGE
000248355,500 preguntas sobre el jardín,"Silva Vargas, Raúl",635.9/SIL/qu,GENER
000248357,Cincuenta sombras más oscuras,"James, E. L",823/JAM/ci,LITGE
000248360,Historia de un perro llamado Leal,"Sepúlveda, Luis",Ch863/SEP/hi,LITCH
000248444,De carta en carta,"Machado, Ana Maria",B869.3/MAL/de,LITGE
000248447,La guerra interior,"Baradit, Jorge",Ch863/BAR/gu,JUVEN
000248491,Contra mosco,"Joannon, Cristóbal",Ch861/JOA/co,LITCH
000248507,El perfume : historia de un asesino,"Süskind, Patrick",833/SUS/pe,LITGE
000248522,Otelo y el hombre de piel azul,"Bertrand Donoso, Sara",Ch863/BER/ot,LITCH
000248578,El viejo y el mar,"Hemingway, Ernest",813/HEM/vi,LITGE
000248593,Perro tiene sed,"Kitamura, Satoshi",895.63/KIT/pe,LITGE
000248600,Antología : (1973-2014),"Bertoni Lemus, Claudio",Ch861.008/BER/an,LITCH
000248624,El cálculo mental es un juego,"Rougier, Roger",372.7/ROU/ca,INFAN
000248637,Kylie Jean : reina del campamento,"Peschke, Marci",813/PES/kyc,INFAN
000248658,Temudjin : I-La muerte dulce,"Ozanam, Antoine",741.5952/OZA/tmu,COMIC
000248660,El gigante enterrado,"Ishiguro, Kazuo",823/ISH/gi,LITGE
000248718,El reino de las almas robadas,"Risley, Alexandra",V863/RIS/re,JUVEN
000248756,Lili Lana,"Vásquez, Paula",Ch863/VAS/li,LITCH
000248769,El dador de recuerdos,"Lowry, Lois",813/LOW/da,JUVEN
000248772,Si te vieras con mis ojos,"Franz, Carlos",Ch863/FRA/si,LITCH
000248779,Fugitivos en el tiempo,"Review, Dalas",863/REV/fu,JUVEN
000248780,Luz Acuosa,"Rodríguez, Reina María",Cu861/ROD/lu,LITGE
000248792,El último apaga la luz : obra selecta,"Parra, Nicanor",Ch861/PAR/ul,LITCH
000248799,Amadeo y el abuelo,"Beuchat, Cecilia",Ch863/BEU/am,LITCH
000248814,Junkopia,"Opazo, Jonnathan",Ch861/OPA/ju,LITCH
000248817,Neruda y yo ; Tercetos dantescos a Casiano Basualto,"Rokha, Pablo de",Ch61/NER/ro,LITCH
000248819,Macbeth,"Shakespeare, William",822.33/SHA/ma,LITGE
000248937,Libro,"Naranjo, Miguel",Ch861/NAR/li,LITCH
000248939,Historia descabellada de la peluca,"Amara, Luigi",M864/AMA/hi,LITGE
000248977,La sombra del viento,"Ruiz Zafón, Carlos",863/RUI/so,LITGE
000249022,De la poesía a la revolución,"Rojas, Manuel",Ch808.1/ROJ/de,LITCH
000249041,Wigetta : en el planeta mimisikú,"Martínez, Víctor Manuel",863/MAR/wi,LITGE
000249065,Lucas y el secreto del abuelo,"Ampuero, Roberto",Ch863/AMP/lu,LITCH
000249076,Salisbury,"Ortega, Francisco",Ch863/ORT/sa,LITCH
000249080,Opposition,"Armentrout, Jennifer L",813/ARM/sl,LITGE
000249081,La razón de estar contigo : un nuevo viaje,"Cameron, William Bruce",813/CAM/ran,LITGE
000249084,Rompiendo tus reglas,"Boyd, Violeta",Ch863/BOY/ro,LITCH
000249087,Maze Runner : correr o morir,"Dashner, James",813/DAS/mac,JUVEN
000249089,Mestiza,"Cerda, Patricia",Ch863/CER/me,LITCH
000249102,El cazador de historias,"Galeano, Eduardo",U863/GAL/ca,LITGE
000249121,Estuve allá afuera,"Brito, Ronaldo Correia de",B869.3/BRI/es,LITGE
000249133,Catacomb,"Roux, Madeleine",813/ROU/as,LITGE
000249149,A todos nos falta algo : antología del cuento croata,"Simi Bodro i , Roman, compilador",891.823/ATO/no,LITGE
000249160,AE,"Ajens, Andrés",Ch861/AJE/ae,LITCH
000249287,Aquí veo,"Uribe, Verónica",649.68/URI/aq,INFAN
000249343,No somos irrompibles : (12 cuentos de chicos enamorados),"Bornemann, Elsa",A863/BOR/no,LITGE
000249380,Días de playa,"Mainé, Margarita",A863/MAI/di,INFAN
000249390,El arte de Assassin's Creed IV : black flag,"Davies, P. C. W",794.8/DAV/ar,JUVEN
000249469,Vamos a buscar un tesoro,Janosch,833/JAN/va,INFAN
000249492,El estilo de mis matemáticas : antología,"Redolés, Mauricio",Ch861/RED/es,LITCH
000249512,Cochrane vs Cthulhu,"Villarroel, Gilberto",Ch863/VIL/co,LITCH
000249517,La biblioteca de los libros rechazados,"Foenkinos, David",843/FOE/bi,LITGE
000249526,El juego de Christopher,"Palacio, R. J",813/PAL/ju,JUVEN
000249551,Heartless,"Meyer, Marissa",813/MEY/he,JUVEN
000249559,El libro que quería volar,Beda,Ch863/BED/li,INFAN
000249565,Dori fantasmagori,"Hanlon, Abby",813/HAN/do,LITGE
000249602,Küyen,"Fuentes, Roberto",Ch863/FUE/kü,LITCH
000249634,Alumbrado por el relámpago,"Rojas, Gonzalo",Ch861/ROJ/al,LITCH
000249652,Mocha Dick : la leyenda de la ballena blanca,"Ortega, Francisco",741.5983/ORT/mo,COMIC
000249722,El predador,"Smith, Wilbur",823/SMI/pr,LITGE
000249740,Verás,"Zurita, Raúl",Ch861/ZUR/ve,LITCH
000249759,Bluescreen,"Wells, Dan",813/WEL/bl,LITGE
000249772,Diario de viaje de(s)madre Italia,"Luongo, Gilda",Ch863/LUO/di,LITCH
000249773,Hermanos de sangre,"Scarrow, Simon",823/SCA/he,LITGE
000249787,Un monstruo viene a verme,"Ness, Patrick",813/NES/mo,JUVEN
000249825,Aldabas,"García M., Macarena",Ch861/GAR/al,LITCH
000249838,Pinochet boy,"Ramos Bañados, Rodrigo",Ch863/RAM/pi,LITCH
000249840,Job-Boj,"Guzmán, Jorge",Ch863/GUZ/jo,LITCH
000249847,Un secreto en mi colegio,"Dossetti, Angélica",Ch863/DOS/se,JUVEN
000249853,Noche de luz,"Asher, Jay",813/ASH/no,JUVEN
000249884,Shaken,"Stirling, Joss",823/STI/st,LITGE
000249900,Cuentos secretos de la Historia de Chile,"Balcells, Jacqueline",Ch863/BAL/cu,INFAN
000249917,Una cama para tres,"Reyes, Yolanda",C863/REY/ca,LITGE
000249923,Todos deberíamos ser feministas,"Adichie, Chimamanda Ngozi",305.42/ADI/to,GENER
000249934,Rito de viento y de madera : antología poética [1954-1988],"Vulliamy, Luis",Ch861/VUL/ri,LITCH
000249945,Pájaros,"Ferrada, María José",Ch861/FER/pa,LITCH
000249987,El rumor de la caracola,"Lark, Sarah",833/LAR/fu,LITGE
000249989,Grey,"James, E. L",823/JAM/gr,LITGE
000249990,Río herido,"Catrileo, Daniela",Ch861/CAT/ri,LITGE
000250006,El gran libro de los bichos,"Zommer, Yuval",595.7/ZOM/gr,INFAN
000250030,El hombre que trasladaba las ciudades,"Droguett, Carlos",Ch863/DRO/ho,LITCH
000250031,El verbo Kaifman,"Ortega, Francisco",Ch863/ORT/ve,LITCH
000250070,Las sílabas,"Rojas, Gonzalo",Ch861/ROJ/si,LITCH
000250077,La ciudad desolada: el hogar Miss Peregrine,"Riggs, Ransom",813/RIG/ci,JUVEN
000250085,La chica que dejaste atrás,"Moyes, Jojo",823/MOY/Ch,JUVEN
000250128,Curly está en peligro,Fernanfloo,741.597284/FER/cu,JUVEN
000250132,Sepulcros de vaqueros,"Bolaño, Roberto",Ch863/BOL/se,LITCH
000250167,Son tumikes,"Vargas, Sebastián",A863/VAR/so,LITGE
000250177,Monroe,"Mellado, Marcelo",Ch863/MEL/mo,LITCH
000250199,Árboles sin sombra,"Pino Gaete, Graciela",Ch863/PIN/ar,LITCH
000250221,Ritalinda vegetariana,"Rojas García, Beatriz",Ch863/ROJ/riv,INFAN
000250252,El prisionero del cielo,"Ruiz Zafón, Carlos",863/RUI/pr,LITGE
000250313,"Dos cuentos, cinco voces","Rojas, Manuel",Ch863/ROJ/do,LITCH
000250325,Los pingüinos emperadores : llegan al Norte Chico,"Yagnam, Myriam",Ch863/YAG/pi,INFAN
000250375,"(Matilde), la niña invisible","Paredes, Mauricio",Ch863/PAR/ma,INFAN
000250393,Epu Zuam,"Lienlaf, Leonel",Ch898.1/LIE/ep,LITCH
000250398,El infiel,"Ball, David W",813/BAL/in,LITGE
000250439,"Cielo, mar y tierra : poesía y prosa","Mistral, Gabriela",Ch860/MIS/ci,LITCH
000250472,Teutoburgo,"Manfredi, Valerio",853/MAN/te,LITGE
000250584,El horroroso monstruo lindo,"Cabezas, Esteban",Ch863/CAB/ho,INFAN
000250586,Manual para mujeres de la limpieza,"Berlin, Lucia",813/BER/ma,LITGE
000250811,Elmer y la tía Zelda,"McKee, David",823/MCK/eti,INFAN
000250844,Volver a casa,"Gyasi, Yaa",813/GYA/vo,LITGE
000250912,Una promesa en el fin del mundo,"Lark, Sarah",833/LAR/pr,LITGE
000250976,Gatos ilustres,"Lessing, Doris May",823/LES/ga,LITGE
000251030,Días de montaña : Las aventuras de Fernán,"Mainé, Margarita",A863/MAI/mo,INFAN
000251041,Páramo salvaje,"Gertner, María Elena",Ch863/GER/pa,LITCH
000251051,Días de campamento : Las aventuras de Fernán,"Mainé, Margarita",A863/MAI/ca,INFAN
000251093,Días de campo : Las aventuras de Fernán,"Mainé, Margarita",A863/MAI/ca,INFAN
000251140,Castaño Pino Naranjo,"Güiraldes, Ana María",Ch863/GUI/ca,LITCH
000251161,Mi vida feliz,"Lagercrantz, Rose",839.73/LAR/vi,LITGE
000251198,El monstruo del arroyo,"Méndez, Mario",A863/MEN/mo,JUVEN
